precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLORESCU ŞTEFAN-VIOREL-PARTIDUL MIȘCAREA POPULARĂ-voturi","CIUCU CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","IONESCU TUDOR-TIM-PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","MUTU GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLĂŞOIU ANCA ELENA-ALIANȚA PRO BUCUREȘTI 2020-voturi","TULUGEA DANIL-PARTIDUL ROMÂNIA MARE-voturi","DINU RADU-LUCIAN-PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-voturi","TUDORAŞCU GEORGEL-PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","POPESCU FLORINA-BOGDANA-MIȘCAREA PATRIOȚILOR ROMÂNI-voturi","IOFCIU BOGDAN-GABRIEL-PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","GHEORGHE-IOVU ALEXANDRA-DIANA-CRISTINA-PARTIDUL RE:START ROMÂNIA-voturi","TUDOSE CĂLIN-PARTIDUL ECOLOGIST ROMÂN-voturi","LUPU VIORICA-ELISABETA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IANCU VLAD-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT INDEPENDENT-voturi","AMIEROAIE CĂTĂLIN-LIVIU-PARTIDUL ALIANȚA CREȘTIN DEMOCRATĂ-voturi","DANEŞ MIHAI-voturi"
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1156,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1277,1270,3,4,0,420,416,0,4,0,408,12,1400,980,47,146,10,164,10,2,1,0,0,1,0,4,11,0,1,11
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1157,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1479,1462,5,12,0,551,538,1,12,0,549,2,1600,1049,42,227,14,209,7,5,2,1,1,1,3,11,6,0,1,19
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1158,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1625,1616,2,6,1,563,556,0,6,1,549,14,1800,1237,30,209,19,228,10,4,0,1,3,2,0,10,4,1,1,27
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1159,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1638,1629,2,7,0,480,473,0,7,0,466,7,1800,1327,64,165,16,157,16,6,0,1,0,0,1,13,8,2,0,17
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.117",1222,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1585,1579,2,3,1,484,480,0,3,1,475,9,1600,1116,29,163,19,211,12,1,2,2,3,1,1,5,5,0,1,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.117",1223,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1257,1251,2,4,0,364,360,0,4,0,354,10,1400,1036,20,121,9,174,8,2,0,2,0,1,0,5,3,0,3,6
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.117",1224,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1602,1573,19,10,0,580,570,0,10,0,575,5,1600,1020,40,271,12,211,7,1,0,2,1,1,3,6,2,1,1,16
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.117",1221,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1753,1741,5,7,0,585,578,0,7,0,577,8,1800,1215,46,227,22,219,10,1,2,1,3,0,3,6,6,0,1,30
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.117",1220,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1683,1610,51,22,0,796,772,2,22,0,789,3,1800,1008,46,422,24,177,14,1,1,30,1,2,1,11,5,3,3,48
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.117",1219,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1531,1514,8,8,1,635,626,0,8,1,624,11,1600,965,33,283,28,206,10,13,1,1,1,0,1,5,9,2,2,29
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.117",1218,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1432,1422,5,5,0,527,522,0,5,0,525,2,1600,1073,25,266,25,164,10,7,1,0,0,2,2,4,3,0,1,15
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1213,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1260,1248,2,9,1,481,470,1,9,1,473,8,1400,919,33,168,15,218,8,2,2,2,0,1,3,4,6,0,0,11
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1215,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1478,1454,16,8,0,539,530,1,8,0,533,6,1600,1061,48,214,19,192,10,9,0,0,2,3,5,8,2,1,1,19
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1216,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1312,1303,2,7,0,525,518,0,7,0,511,14,1400,875,31,198,13,223,9,5,4,1,0,0,1,11,2,0,0,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1214,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1726,1712,5,8,1,620,611,0,8,1,610,10,1800,1180,61,213,20,240,12,11,2,0,2,0,2,13,6,1,3,24
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1217,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1438,1421,6,11,0,517,506,0,11,0,504,13,1600,1083,38,199,19,189,11,6,4,2,3,2,6,7,7,0,1,10
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1212,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1532,1520,3,9,0,531,522,0,9,0,523,8,1600,1069,41,201,21,218,5,2,0,0,1,0,3,5,1,1,2,22
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1211,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1572,1562,0,5,5,687,677,0,5,5,670,12,1600,918,46,253,25,273,11,5,3,3,2,3,2,8,0,3,2,31
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1210,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1384,1360,11,13,0,519,505,1,13,0,515,4,1400,881,31,205,19,206,16,4,3,1,0,1,1,5,3,0,0,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.142",1209,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1172,1163,0,9,0,361,352,0,9,0,355,6,1200,839,19,143,17,147,10,2,0,1,1,1,1,3,0,1,1,8
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.153",1271,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1110,1103,0,7,0,371,364,0,7,0,350,21,1200,829,19,68,7,165,4,7,1,1,2,1,2,6,7,1,47,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.153",1272,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1500,1495,2,3,0,482,479,0,3,0,471,11,1600,1118,48,89,16,209,12,9,3,1,1,3,2,10,8,2,46,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.153",1270,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1083,1075,0,8,0,280,272,0,8,0,269,11,1200,920,16,54,2,122,4,4,3,1,0,1,2,6,5,2,35,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1195,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1486,1463,10,9,4,520,507,0,9,4,514,6,1600,1080,48,225,21,172,12,3,1,1,1,0,1,5,2,1,1,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1189,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1810,1801,0,9,0,708,699,0,9,0,693,15,2000,1292,42,359,22,192,10,4,0,2,0,0,3,10,13,0,2,34
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1190,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1602,1597,0,5,0,615,610,0,5,0,597,18,1600,985,39,254,21,209,16,8,3,0,1,2,4,10,4,2,1,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1191,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1410,1398,2,10,0,533,523,0,10,0,529,4,1401,868,40,226,19,168,16,6,1,5,0,0,4,9,8,1,3,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1188,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1679,1655,3,19,2,642,621,0,19,2,636,6,1800,1158,50,284,20,228,11,4,0,2,3,0,4,7,3,0,3,17
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1192,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1548,1534,0,14,0,620,606,0,14,0,604,16,1600,980,45,275,17,213,9,3,0,1,0,0,0,6,3,4,1,27
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1193,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1397,1371,7,17,2,532,513,0,17,2,525,7,1400,868,44,223,13,199,4,0,0,1,0,0,2,11,1,1,0,26
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1194,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1878,1865,3,10,0,678,668,0,10,0,664,14,2000,1322,50,322,21,201,15,3,1,3,0,3,4,10,7,0,2,22
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1197,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1952,1923,6,22,1,711,688,0,22,1,702,9,2000,1289,38,373,27,185,13,9,2,0,0,1,1,10,10,1,1,31
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.156",1196,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1502,1492,3,7,0,517,510,0,7,0,513,4,1600,83,31,225,30,163,15,6,0,0,1,0,3,8,6,0,1,24
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.161",1273,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1105,1098,1,6,0,276,270,0,6,0,269,7,1200,924,19,61,11,136,7,2,2,2,1,1,0,10,2,0,12,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.162",1268,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1086,1072,1,13,0,392,379,0,13,0,382,9,1200,809,38,143,10,136,4,6,2,0,3,0,0,8,4,0,19,9
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.162",1269,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1431,1424,1,6,0,498,492,0,6,0,488,10,1600,1102,45,180,14,188,4,5,2,0,4,7,1,8,6,1,7,16
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1254,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1260,1244,4,12,0,442,430,0,12,0,429,13,1400,958,21,136,17,201,13,0,1,2,0,1,2,6,5,0,11,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1253,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1185,1178,2,5,0,412,407,0,5,0,407,5,1200,788,27,128,12,194,9,4,1,0,0,0,2,5,5,1,4,15
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1252,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1441,1431,0,10,0,539,529,0,10,0,527,12,1600,1061,20,154,14,280,7,6,1,1,0,2,6,6,2,2,9,17
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1246,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1695,1678,2,13,2,631,616,0,13,2,618,13,1804,1173,41,237,25,239,16,1,1,0,2,2,1,6,9,1,0,37
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1248,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1202,1192,2,7,1,384,376,0,7,1,379,5,1200,816,20,140,14,155,7,5,0,1,1,1,3,11,1,1,5,14
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1247,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1579,1555,5,19,0,554,535,0,19,0,539,14,1600,1046,37,230,8,193,13,3,0,3,1,3,2,7,5,2,6,26
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1251,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1247,1238,3,6,0,451,445,0,6,0,444,7,1400,949,48,151,6,188,9,3,1,1,2,0,0,10,4,2,3,16
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1250,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1268,1264,0,4,0,481,477,0,4,0,474,7,1400,919,35,168,12,202,12,4,2,1,0,0,1,8,1,1,6,21
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.163",1249,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1118,1111,0,6,1,402,395,0,6,1,390,12,1200,798,30,151,19,135,9,1,1,1,2,1,5,10,6,0,2,17
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.164",1073,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1026,1013,2,11,0,432,421,0,11,0,426,6,1200,768,30,176,8,161,9,6,0,1,1,1,1,12,1,0,2,17
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.164",1075,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1001,989,4,8,0,398,390,0,8,0,389,5,1000,600,21,184,11,139,5,5,0,1,0,0,1,11,0,0,0,11
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1262,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1087,1078,1,8,0,328,320,0,8,0,324,4,1200,872,18,130,9,136,6,2,0,4,0,0,2,6,0,1,0,10
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1264,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1522,1513,0,7,2,560,551,0,7,2,556,4,1600,1040,42,208,23,209,6,11,1,0,2,1,4,7,12,0,2,28
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1265,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1082,1072,2,8,0,424,416,0,8,0,420,4,1200,776,35,167,11,164,6,1,1,0,0,0,0,7,5,3,2,18
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1261,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1197,1187,3,7,0,473,466,0,7,0,467,6,1200,727,39,192,10,177,6,1,1,2,8,0,4,4,5,1,1,16
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1260,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1515,1502,2,10,1,495,484,0,10,1,488,7,1600,1105,31,188,17,190,9,6,3,0,2,0,2,6,5,0,3,26
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1259,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1389,1371,4,14,0,470,456,0,14,0,462,8,1400,930,28,191,9,193,5,2,0,1,0,0,0,6,4,1,2,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1266,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1175,1164,2,9,0,451,442,0,9,0,442,9,1200,749,25,171,14,189,6,5,0,0,0,2,0,4,3,0,3,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1267,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1351,1339,1,10,1,559,548,0,10,1,541,18,1400,841,32,207,15,213,18,5,0,1,0,0,2,10,5,1,6,26
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.167",1263,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1645,1631,4,10,0,636,626,0,10,0,630,6,1800,1164,37,277,22,233,8,2,2,1,0,0,5,5,4,2,3,29
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.168",1233,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1610,1577,8,15,10,524,500,1,14,9,502,22,1600,1076,44,220,11,171,17,0,0,6,0,1,0,8,5,2,4,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.168",1235,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1621,1611,3,7,0,598,591,0,7,0,582,16,1800,1202,43,265,9,187,11,4,1,5,1,0,3,15,7,1,2,28
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.168",1237,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1604,1588,3,13,0,528,515,0,13,0,515,13,1600,1072,38,255,20,139,9,0,1,1,2,1,0,6,5,0,2,36
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.168",1236,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1344,1336,1,7,0,502,495,0,7,0,491,11,1400,898,48,196,13,174,14,3,0,3,0,0,1,6,5,2,6,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.168",1234,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1706,1686,4,14,2,552,536,0,14,2,541,11,1800,1248,54,228,21,189,5,3,1,0,0,0,2,7,7,1,1,22
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPI",1091,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1285,1278,0,7,0,514,507,0,7,0,504,8,1400,888,28,222,18,176,8,3,2,2,3,0,2,11,2,1,1,25
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPI",1088,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1153,1139,6,6,2,497,488,1,6,2,490,7,1200,703,30,229,28,145,15,7,2,4,0,1,0,7,1,3,1,17
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPI",1089,"BUCUREŞTI SECTORUL 6",179196,4,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1127,1119,2,5,1,459,453,0,5,1,452,6,1200,742,47,153,31,176,7,4,0,1,0,0,1,10,7,0,0,15
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPI",1092,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1259,1250,4,5,0,528,523,0,5,0,517,11,1400,72,47,221,20,180,3,3,1,0,2,0,5,17,5,0,0,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPI",1090,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1320,1311,1,7,1,543,534,1,7,1,539,4,1400,857,54,269,18,130,11,3,0,3,0,0,1,10,9,0,2,29
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1093,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1403,1384,2,16,1,599,582,0,16,1,579,19,1400,801,51,262,31,172,12,3,0,2,2,2,0,14,5,0,0,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1094,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1243,1224,3,11,5,554,537,1,11,5,544,10,1400,846,49,232,29,178,10,8,0,3,1,0,2,5,6,2,4,15
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1096,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1179,1173,1,4,1,481,475,1,4,1,474,7,1200,719,34,226,16,142,9,6,1,2,0,0,4,8,1,1,1,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1095,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1180,1174,1,5,0,503,498,0,5,0,494,9,1200,697,43,213,26,158,6,3,0,0,2,0,1,9,5,0,0,28
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.193",1068,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1194,1175,2,17,0,524,507,0,17,0,508,14,1200,678,41,245,10,162,11,4,1,1,0,2,2,8,4,1,1,15
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.193",1065,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1071,1059,7,5,0,452,447,0,5,0,443,9,1200,748,29,203,17,150,5,6,0,1,0,0,4,5,2,2,1,18
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.193",1066,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1091,1085,0,6,0,477,471,0,6,0,470,7,1200,723,34,222,12,178,3,1,0,0,1,0,2,1,3,0,1,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.193",1067,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",964,954,2,8,0,381,373,0,8,0,375,6,1000,619,25,157,9,151,5,1,1,0,0,0,1,6,1,1,1,16
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.197",1062,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1081,1063,2,16,0,465,449,0,16,0,459,6,1200,735,26,218,19,161,9,2,2,1,0,0,0,9,2,0,1,9
