precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLORESCU ŞTEFAN-VIOREL-PARTIDUL MIȘCAREA POPULARĂ-voturi","CIUCU CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","IONESCU TUDOR-TIM-PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","MUTU GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLĂŞOIU ANCA ELENA-ALIANȚA PRO BUCUREȘTI 2020-voturi","TULUGEA DANIL-PARTIDUL ROMÂNIA MARE-voturi","DINU RADU-LUCIAN-PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-voturi","TUDORAŞCU GEORGEL-PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","POPESCU FLORINA-BOGDANA-MIȘCAREA PATRIOȚILOR ROMÂNI-voturi","IOFCIU BOGDAN-GABRIEL-PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","GHEORGHE-IOVU ALEXANDRA-DIANA-CRISTINA-PARTIDUL RE:START ROMÂNIA-voturi","TUDOSE CĂLIN-PARTIDUL ECOLOGIST ROMÂN-voturi","LUPU VIORICA-ELISABETA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IANCU VLAD-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT INDEPENDENT-voturi","AMIEROAIE CĂTĂLIN-LIVIU-PARTIDUL ALIANȚA CREȘTIN DEMOCRATĂ-voturi","DANEŞ MIHAI-voturi"
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.197",1057,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1549,1535,2,11,1,624,612,0,11,1,616,8,1600,976,47,300,28,169,10,6,0,1,1,0,6,10,7,0,1,30
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.197",1058,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1058,1046,0,12,0,459,447,0,12,0,448,11,1200,741,38,208,20,145,6,4,2,1,1,1,3,1,3,1,1,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.197",1059,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",973,962,0,8,3,389,378,0,8,3,380,9,1000,600,26,192,11,125,5,1,0,0,4,0,0,3,4,0,0,9
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.197",1060,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1347,1333,2,11,1,589,577,0,11,1,582,7,1600,1011,38,283,27,183,9,4,0,1,0,0,0,10,3,0,3,21
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.197",1061,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1112,1103,2,5,2,454,447,0,5,2,449,5,1200,746,32,222,16,124,6,3,0,3,1,0,2,11,1,1,0,27
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.197",1063,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",904,897,2,5,0,341,336,0,5,0,330,6,1000,659,22,154,10,103,8,1,5,0,1,0,0,7,3,0,0,16
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.198",1172,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1734,1722,1,9,2,547,536,0,9,2,533,14,1800,1253,39,210,15,205,11,8,0,5,1,0,3,9,6,1,0,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.198",1176,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1622,1610,5,5,2,587,580,0,5,2,576,11,1800,1213,37,248,29,205,14,8,0,0,2,0,2,4,3,0,1,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.198",1175,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1725,1717,2,6,0,612,605,1,6,0,599,13,1800,1188,38,228,18,260,10,3,2,1,1,0,1,9,3,0,0,25
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.198",1171,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1848,1811,5,32,0,684,652,0,32,0,666,18,2000,1316,63,242,15,269,12,10,2,2,0,0,4,12,5,0,0,30
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.198",1174,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1466,1451,0,14,1,601,586,0,14,1,590,11,1600,999,43,279,28,188,10,6,2,1,0,0,1,6,10,1,2,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.206",1131,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1334,1322,4,6,2,539,531,0,6,2,530,9,1400,861,40,183,24,216,19,6,0,1,0,1,4,10,8,1,1,16
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.206",1133,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1441,1434,1,6,0,493,487,0,6,0,488,5,1600,1107,47,202,17,167,11,10,0,3,1,0,3,7,5,2,1,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.206",1134,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1308,1294,5,9,0,555,544,2,9,0,546,9,1400,845,45,241,19,174,17,4,0,4,2,1,1,10,2,0,4,22
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.206",1132,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1394,1388,1,5,0,521,516,0,5,0,506,15,1400,879,40,183,33,182,10,8,0,1,0,2,2,6,11,0,2,26
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.206",1136,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1504,1490,4,9,1,546,536,0,9,1,535,11,1600,1054,32,236,21,183,13,4,0,4,0,0,2,14,10,3,1,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.206",1135,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1460,1448,2,9,1,553,543,0,9,1,544,9,1600,1047,51,244,30,163,5,10,2,1,3,0,2,6,3,3,1,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.279",1110,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1599,1585,3,11,0,622,611,0,11,0,615,7,1600,977,61,312,29,141,13,8,0,4,1,2,2,9,7,1,1,24
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.279",1115,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1894,1884,2,8,0,736,728,0,8,0,721,15,2000,1264,64,354,24,193,19,10,2,3,1,0,3,12,5,1,0,30
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.279",1112,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1546,1537,2,7,0,550,543,0,7,0,537,13,1600,1050,38,240,31,165,12,6,0,0,1,0,4,9,4,1,1,25
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.279",1111,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1435,1426,2,5,2,500,493,0,5,2,490,10,1600,1100,42,232,16,145,5,5,3,1,1,0,4,6,6,4,0,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.279",1114,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1554,1546,0,8,0,551,543,0,8,0,537,14,1600,1049,44,196,29,211,15,2,2,0,1,0,1,6,4,1,1,24
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.279",1113,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1945,1918,19,8,0,724,714,2,8,0,708,16,2000,1276,59,377,33,167,17,3,1,1,1,4,1,9,7,0,0,28
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.279",1116,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1696,1673,4,17,2,682,663,0,17,2,673,9,1800,1118,41,383,27,139,20,8,0,0,1,0,2,9,10,1,1,31
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.309",1147,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1595,1585,1,9,0,566,557,0,9,0,550,14,1606,1040,39,173,14,260,12,7,2,3,1,2,1,7,8,2,0,19
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.309",1148,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1317,1307,0,10,0,500,490,0,10,0,490,10,1400,900,34,189,23,173,13,3,1,8,1,3,2,11,8,0,2,19
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.309",1149,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1720,1706,0,14,0,663,649,0,14,0,650,13,1800,1137,60,280,22,215,14,10,0,3,1,3,2,9,5,7,1,18
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.309",1144,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1545,1533,0,12,0,619,607,0,12,0,598,18,1600,984,47,227,21,242,16,6,1,2,1,1,0,8,7,0,0,19
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.309",1145,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1497,1485,0,12,0,585,573,0,12,0,576,9,1600,1006,59,215,25,214,12,2,4,1,2,0,1,9,5,0,2,25
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.309",1146,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1453,1442,4,6,1,527,520,0,6,1,511,12,1600,1071,37,210,7,213,10,5,3,1,2,2,1,4,5,0,1,10
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.311",1041,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1500,1486,0,14,0,632,618,0,14,0,615,17,1500,868,54,279,36,192,12,12,0,0,3,4,0,6,3,0,2,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.311",1040,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1400,1388,2,10,0,523,513,0,10,0,508,15,1400,877,38,205,31,178,12,10,1,1,1,0,0,8,9,0,0,14
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.311",1039,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1526,1518,3,4,1,589,584,0,4,1,579,10,1600,1011,57,247,27,188,11,3,1,4,0,3,2,6,9,1,0,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.311",1044,"BUCUREŞTI SECTORUL 6",179196,5,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1171,1158,2,10,1,508,497,0,10,1,498,10,1200,692,50,225,10,157,10,5,0,3,4,0,3,6,2,0,0,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.311",1042,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1527,1520,0,7,0,640,633,0,7,0,629,11,1600,960,44,269,21,222,21,4,0,1,0,2,0,8,11,0,0,26
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.311",1043,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1233,1227,0,6,0,510,504,0,6,0,501,9,1400,890,76,212,17,148,12,4,1,3,0,0,4,2,3,0,0,19
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.59",1045,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",947,933,1,13,0,381,368,0,13,0,375,6,1000,619,34,153,19,122,5,3,4,3,1,1,1,10,3,0,1,15
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.59",1046,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1206,1199,2,5,0,526,521,0,5,0,510,16,1200,674,56,217,16,159,6,5,1,3,1,0,2,11,4,0,1,28
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.59",1050,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1290,1276,3,9,2,507,496,0,9,2,498,9,1400,893,56,218,23,152,6,5,1,3,0,0,0,5,5,0,0,24
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.59",1047,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1219,1212,5,2,0,484,481,1,2,0,477,7,1400,916,52,198,13,163,16,1,0,1,1,0,1,9,9,0,0,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.59",1049,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1202,1170,22,7,3,513,503,0,7,3,502,11,1200,687,50,243,18,150,7,0,2,3,2,0,2,7,2,0,0,16
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.59",1048,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1426,1416,1,9,0,564,555,0,9,0,555,9,1600,1036,73,262,16,149,13,4,1,1,0,0,0,10,8,1,3,14
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1187,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",993,988,0,4,1,399,394,0,4,1,386,13,1204,805,27,175,14,135,5,2,1,0,1,2,3,5,3,0,0,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1186,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",775,757,0,18,0,319,301,0,18,0,310,9,800,481,31,144,10,108,5,0,0,0,0,2,0,3,2,0,0,5
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1185,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1257,1244,3,9,1,484,474,0,9,1,478,6,1400,916,37,186,22,186,8,4,1,1,1,0,1,3,9,1,0,18
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1121,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1295,1292,0,3,0,526,523,0,3,0,517,9,1402,876,49,244,35,144,14,1,1,0,0,1,2,4,2,3,3,14
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1127,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1451,1438,1,9,3,658,646,0,9,3,638,20,1500,842,37,345,16,172,13,6,2,2,1,1,0,13,4,0,3,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1128,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1734,1723,4,5,2,724,717,0,5,2,718,6,1800,1076,48,315,46,237,20,8,1,2,1,1,4,7,2,0,4,22
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1129,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1701,1688,0,13,0,789,776,0,13,0,773,16,1800,1011,59,334,39,251,17,12,2,4,3,1,3,7,6,1,4,30
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1130,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1741,1653,61,26,1,784,757,0,26,1,774,10,1800,1016,42,459,19,153,18,13,4,1,0,0,3,10,10,2,1,39
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1122,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1561,1544,7,10,0,532,522,0,10,0,521,11,1600,1068,52,224,29,162,8,7,0,1,3,1,2,7,8,1,2,14
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1124,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1551,1545,0,6,0,624,618,0,6,0,607,17,1600,976,49,228,25,235,17,7,3,1,0,0,6,8,3,3,2,20
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1126,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1434,1427,2,5,0,493,488,0,5,0,485,8,1600,1107,56,184,29,163,6,4,2,2,2,0,3,9,7,0,0,18
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1123,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1381,1372,2,7,0,524,517,0,7,0,521,3,1400,876,31,244,25,171,10,3,1,0,3,0,0,6,4,0,0,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1125,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1766,1753,2,11,0,748,737,0,11,0,734,14,1800,1052,59,313,32,246,24,11,1,3,5,1,2,16,6,0,2,13
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1167,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1872,1861,2,9,0,671,662,0,9,0,661,10,1999,1328,50,267,23,246,11,8,0,4,2,2,2,10,12,1,0,23
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1166,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1693,1683,3,7,0,589,582,0,7,0,579,10,1800,1211,40,243,27,206,15,7,0,1,1,1,3,4,5,3,2,21
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1164,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1816,1800,5,11,0,633,622,0,11,0,618,15,2000,1367,30,251,34,219,19,3,1,2,2,1,4,15,6,1,2,28
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1165,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1760,1747,3,10,0,672,662,0,10,0,665,7,1800,1128,60,252,33,249,11,5,1,0,0,2,3,14,13,1,0,21
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1138,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1515,1508,1,6,0,592,586,0,6,0,577,15,1600,1008,44,209,21,227,17,1,1,4,2,2,4,7,6,0,5,27
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1141,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1504,1491,1,12,0,609,597,0,12,0,593,16,1600,991,58,241,24,196,21,3,0,3,3,3,0,8,6,0,1,26
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1140,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1304,1290,3,10,1,542,531,0,10,1,533,9,1400,858,52,259,20,161,11,2,0,2,0,0,0,7,3,0,2,14
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1137,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1214,1209,0,5,0,443,438,0,5,0,431,12,1400,957,40,177,26,141,11,6,1,3,2,0,2,7,3,0,0,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1139,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1157,1149,2,5,1,439,433,0,5,1,430,9,1200,761,31,192,20,136,13,3,1,2,1,0,1,8,3,1,1,17
42,"MUNICIPIUL BUCUREŞTI","SCOALA GIMNAZIALA SFINTII CONSTANTIN SI ELENA",1143,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1857,1833,10,12,2,637,623,0,12,2,614,23,2000,1363,54,264,24,200,12,12,0,2,0,0,5,12,5,1,1,22
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ SPECIALĂ ”CONSTANTIN PĂUNESCU”",1118,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1524,1511,2,10,1,610,599,0,10,1,601,9,1600,990,64,292,27,171,5,4,2,0,1,0,0,9,5,1,2,18
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ SPECIALĂ ”CONSTANTIN PĂUNESCU”",1117,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1729,1715,4,10,0,625,615,0,10,0,614,11,1800,1175,53,257,28,205,13,9,2,2,3,1,3,7,7,0,0,24
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ SPECIALĂ PENTRU DEFICIENŢI DE AUZ ”SF. MARIA”",1120,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1555,1539,3,13,0,605,592,0,13,0,596,9,1600,995,54,297,25,155,16,4,1,1,1,1,1,10,5,1,0,24
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ SPECIALĂ PENTRU DEFICIENŢI DE AUZ ”SF. MARIA”",1119,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1273,1261,0,12,0,559,547,0,12,0,553,6,1400,841,61,247,30,159,11,4,0,1,0,1,2,5,7,2,0,23
42,"MUNICIPIUL BUCUREŞTI","SCOALA NR. 161",1274,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1247,1239,0,8,0,422,414,0,8,0,415,7,1300,878,39,122,11,156,11,3,3,3,2,0,1,12,12,1,23,16
42,"MUNICIPIUL BUCUREŞTI","SERVICIUL STARE CIVILĂ SECTOR 6",1037,"BUCUREŞTI SECTORUL 6",179196,3,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1102,1093,3,6,0,394,388,0,6,0,383,11,1200,806,31,202,11,92,16,3,1,1,0,0,1,9,0,0,1,15
42,"MUNICIPIUL BUCUREŞTI","SERVICIUL STARE CIVILĂ SECTOR 6",1038,"BUCUREŞTI SECTORUL 6",179196,3,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:10:01",1228,1214,9,5,0,538,533,0,5,0,530,8,1399,861,33,252,29,150,10,8,0,0,1,1,3,15,5,1,2,20
